1.10492063,1.576775287,6.944687836
2.771004918,2.022086163,20.82208608
1.208383147,0.798653853,5.5740183
2.271660569,2.036137493,17.52090315
1.009277271,2.176937659,11.03300451
3.18527438,0.694753805,23.05093245
3.136618203,4.196828904,52.0052698
3.539537671,3.372396219,42.09846185
0.992111341,3.232263585,23.16610829
4.324274261,3.659112628,56.95445269
1.265243194,1.434481807,7.99528897
3.487571322,1.185912425,27.35287978
2.983249646,0.825600761,20.09683898
2.916371666,4.675021369,58.54140984
0.590243901,1.403765976,5.554716194
0.45540528,3.78892255,32.52235961
4.449483055,4.410937348,71.7432085
3.560059196,4.804278014,68.87333471
1.791075247,3.318825639,26.18305106
0.774813006,4.600623475,49.86405895
1.640181546,3.186486772,25.20618414
1.06113094,0.416667258,4.886552612
4.440428211,3.938677873,63.33147143
4.720735476,3.430393292,59.56726762
2.661856133,2.666510813,24.99179829
2.069384776,0.117277471,13.96808624
1.754396927,1.525195432,9.966716842
3.800788628,4.567708852,65.54861319
2.126659126,0.215200557,14.33590627
4.060626904,2.068599181,37.33335884
4.112295182,1.874340571,38.67986587
0.727152569,0.043339882,5.066569739
2.871652737,1.546119605,20.47167973
0.716576302,3.672837964,29.54075186
2.011008012,2.246964263,15.37465789
4.912420557,0.50098716,52.81931166
4.768329432,4.372949666,75.60471375
2.509649038,1.590785202,15.9529634
4.595963432,3.501524836,58.3696032
3.52498801,4.632835703,64.67564457
4.65158103,1.645012753,47.30900424
1.315941375,2.359362273,12.85697108
4.109758214,0.941089005,37.81854674
2.208112278,3.088164368,26.49897506
1.508107004,2.856876226,20.03391968
4.436664169,4.167372305,66.09064619
2.600820968,1.961051917,19.70417746
1.37570472,4.940591358,57.48114699
1.716259054,1.627463288,11.40195157
2.125229802,2.772768487,21.74790298
3.751202777,2.316506071,34.29105387
0.76063503,0.218483167,3.574025911
2.764819444,1.701103791,18.84786736
2.599479982,1.564715915,17.28228148
4.149892572,1.126140903,37.67978508
3.207980586,2.546911353,30.2803564
1.283288824,3.382658564,26.69767277
4.33933244,4.339455086,67.42685072
2.171790543,3.088299772,26.68314655
1.31483119,1.326766077,7.322861434
3.281598129,3.743316682,44.58338064
1.808200033,4.460056972,47.34094738
3.818803989,3.920534224,53.53804439
4.224780432,2.432062655,43.62140353
2.516102489,4.632809467,55.85566584
4.981937041,1.731935536,52.83142797
0.817152413,1.476240438,5.273857773
4.786612298,3.805661218,65.97764057
0.229720163,4.648689709,51.63676749
0.25876366,3.308795205,23.830733
0.14021474,1.905046536,8.127328761
0.181346315,4.96737165,59.35230049
4.8145346,2.653709516,54.56476071
0.397832086,3.076197028,19.79250537
1.119995993,1.23487122,6.477889332
2.243753975,3.049035231,26.30858578
4.130046053,2.740100489,43.0633281
1.398888921,2.170985267,13.03855342
4.34104518,0.599091403,41.3966742
4.67653649,2.977955321,53.88879246
0.970341551,1.045629474,4.05687862
4.783045768,3.829300478,67.55928672
2.433570988,1.956839778,17.53983091
0.03567718,0.191111902,1.853277593
4.12795109,4.207645966,63.79635889
3.046745876,4.23783125,50.83458522
1.977741307,1.053998607,11.75422726
3.21269843,0.027293317,28.07402742
0.450050908,3.140675117,21.54441999
4.283933359,0.336516056,41.64975848
3.423734095,3.06921533,36.91115103
1.054765325,2.610832922,15.85083458
2.160396992,1.478713672,12.61518671
2.02957929,4.095028862,41.09815987
1.831879438,4.347184876,45.27096064
0.046529555,4.73221817,53.25419116
3.320601693,2.671904677,32.87769214
0.932256241,1.427609124,6.293511558
1.040114219,1.914280282,9.520162261
3.896691984,2.878728059,41.01017696
