1.803577522,6.845919988
4.222403075,10.66156045
1.807968652,7.83389742
2.181253612,7.243754118
0.929031466,5.801431982
4.009651182,10.15218621
4.837728559,11.22317183
4.119899002,10.79439451
0.247113427,5.030963608
4.513051512,11.56388023
4.16964198,9.975553177
0.23709888,5.124817478
1.867760178,7.426704648
2.202982631,7.309845417
0.034009023,5.108344188
3.392872495,10.52742749
2.740977908,9.244283787
4.182390568,10.67921449
1.48720253,6.166632876
0.077036904,4.900331831
3.457825203,10.23855852
1.737519743,7.802061052
4.257876204,10.57408685
4.801051301,10.78777518
1.343335805,5.7960313
3.645495192,9.731881487
2.587238494,9.308393261
2.676005563,8.06764886
2.099414369,7.874117333
4.140567469,11.41692352
1.764971609,6.232171134
3.827266953,11.07289602
3.844628434,9.304903458
1.535108541,6.968416307
0.769207592,5.96248379
4.46786797,11.86031192
0.719355029,5.611963589
0.149592492,5.501659811
0.191434928,5.561718344
4.299231927,11.87319335
1.315287221,6.309156271
3.530724643,9.062970768
2.058647369,7.099314823
1.966227625,7.367877573
0.710978569,6.199028582
1.644843977,6.478228439
4.018862281,10.77829803
1.823552692,6.27882155
2.530248857,8.131728948
1.620674692,6.778648815
2.011086899,7.669113064
4.838674644,11.51531297
4.249980294,9.893849994
4.893856018,12.11794642
1.487479461,5.762774309
4.331677481,10.96845714
1.261653412,6.204622691
2.518134564,8.256067768
0.779206932,6.604943141
2.227909741,7.154256992
4.115108228,9.903792378
4.439261631,10.85430908
1.926502814,7.720662106
2.863359741,8.657543625
1.037607466,6.883209906
4.83208015,11.39441439
1.133145147,7.129583692
0.317018101,4.630535176
1.644715425,7.459773188
3.547801529,10.19704896
2.507233653,9.189270982
0.019122871,4.078846938
4.184582165,9.812204421
3.709158992,9.81829717
4.85469458,11.72350481
2.371217436,7.45478022
1.388523316,6.398745314
0.218417668,3.865581786
2.273072238,7.166060322
2.471559639,9.132407881
2.118453976,7.311857246
4.454896478,11.56228129
2.500873719,7.590315048
1.156609204,6.709362581
1.137287143,5.436260483
1.302245102,5.670584834
3.850881506,10.6080637
0.174646852,4.910807819
4.7044308,11.1865637
0.235031773,5.450345084
1.761071082,7.022984704
0.90143544,6.332715308
3.205119945,9.050049747
1.534209527,7.657790598
3.941212565,10.2416208
4.884604262,11.92194313
4.461550317,10.8096696
0.331311781,4.378553224
1.635189059,6.781578758
2.436105011,7.827367153
1.089768612,5.971064039
4.820869722,11.09262729
4.398007901,11.0628879
3.24576689,8.85717517
1.777451442,8.066085302
4.929521609,11.81661232
1.771329515,8.058033858
3.638341943,9.033332342
4.371252408,11.74433946
4.230912702,11.11780005
0.684862948,4.960743978
1.408429707,7.464811719
1.994582551,6.876828103
1.259155632,6.475768431
0.489095915,4.627545548
4.727998275,12.50672854
1.378672555,6.100710039
3.354434223,9.156387795
0.394201305,4.644596862
0.552136869,5.476832559
2.090959784,6.800896371
2.608816275,7.970439501
3.094426838,9.994101166
2.378615132,7.186989696
4.335512912,10.47156249
2.659445633,9.309772971
3.835352372,9.816976373
4.483532511,11.19065357
3.396788345,8.81398755
2.38465717,8.580414586
4.541990808,10.68924382
1.641420432,7.095913409
0.192541697,4.07594483
2.771510773,8.639631098
4.929670782,12.05832793
1.042759612,5.954037694
1.35678196,6.091102081
0.967922827,6.632619071
2.584712421,7.753693493
3.187129144,9.687414992
1.548965581,7.035507034
0.423962366,5.263090585
1.150669401,6.680330696
4.351271823,11.6487866
2.982775916,9.187523003
2.910428186,8.179581425
3.739316416,9.872761449
0.196176169,5.710421067
2.743615128,8.583796648
1.367759639,5.844692096
2.594676269,8.567972268
0.147609214,3.734557266
3.013831821,8.447270582
3.556443866,10.09667452
3.118468804,9.677616227
4.318225609,10.22116069
1.738813754,7.471219977
1.537332994,6.358161261
1.490725824,5.983544427
4.343914429,11.63406083
4.542750949,10.78134696
4.616310459,11.23489783
3.5679546,10.25709255
0.949496481,5.364328739
2.145701906,8.371520199
4.391582871,11.46302155
4.530334684,11.20329121
0.999671968,6.192784558
4.784062044,12.36874232
1.408518171,6.077620965
1.981701446,6.91061358
3.69582422,10.34665122
2.743650307,8.351134048
0.745044597,5.066319971
4.630806658,11.86719178
4.212960539,11.72073369
3.960269326,10.010836
3.346085067,8.642790372
3.936654198,10.87508329
0.859431745,5.289558264
0.223709429,5.042826765
4.304142208,11.23821654
0.493690914,5.179356371
2.126134985,6.846986256
1.82988735,6.263380024
3.312284908,9.257915027
2.313798244,7.92877826
4.953583715,11.14482404
3.815544098,9.707435682
3.261902306,9.524611137
4.444507058,11.67368979
4.88007564,11.02011973
1.120886194,7.078852674
2.08701554,7.343194166
1.502581691,7.095014629
3.907380018,9.695218693
2.078229674,8.498210516
4.440246607,10.75286069
0.068611612,3.877023309
4.30422563,11.61162468
